name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Ruania zhangjianzhongii	2603206	S	11	0	11	0.00032
Ruania suaedae	2897774	S	10	1	11	0.00032
Occultella kanbiaonis	2675754	S	12	0	12	0.00035
Kytococcus sedentarius	1276	S	30	7	37	0.00108
Sanguibacter sp. HDW7	2714931	S	11	1	12	0.00035
Demequina sediminis	1930058	S	16	3	19	0.00056
Gephyromycinifex aptenodytis	2716227	S	14	0	14	0.00041
Austwickia chelonae	100225	S	10	0	10	0.00029
Luteimicrobium xylanilyticum	1133546	S	13	2	15	0.00044
Pengzhenrongella sicca	2819238	S	11	1	12	0.00035
Beutenbergia cavernae	84757	S	10	0	10	0.00029
Jonesia denitrificans	43674	S	16	2	18	0.00053
Nocardioides sp. HDW12B	2714939	S	96	25	121	0.00354
Nocardioides sp. S5	2017486	S	85	46	131	0.00383
Nocardioides sp. JS614	196162	S	76	106	182	0.00532
Nocardioides sp. zg-1228	2763008	S	73	28	101	0.00295
Nocardioides sp. S-34	3095075	S	66	23	89	0.00260
Nocardioides sp. LMS-CY	2840457	S	65	17	82	0.00240
Nocardioides sp. Arc9.136	2996826	S	57	29	86	0.00252
Nocardioides sp. CF8	110319	S	53	27	80	0.00234
Nocardioides sp. TF02-7	2917724	S	53	16	69	0.00202
Nocardioides sp. W7	2931390	S	51	14	65	0.00190
Nocardioides sp. InS609-2	2760705	S	50	8	58	0.00170
Nocardioides sp. S-1144	2582905	S	49	15	64	0.00187
Nocardioides sp. cx-173	2898796	S	45	13	58	0.00170
Nocardioides sp. JQ2195	2592334	S	42	6	48	0.00140
Nocardioides sp. QY071	3044187	S	33	16	49	0.00143
Nocardioides sp. B-3	2895565	S	30	4	34	0.00099
Nocardioides sp. BP30	3036374	S	28	5	33	0.00097
Nocardioides sp. HM61	3095076	S	28	4	32	0.00094
Nocardioides sp. WS12	2486272	S	27	3	30	0.00088
Nocardioides sp. dk884	2662361	S	25	31	56	0.00164
Nocardioides sp. Kera G14	2884264	S	19	2	21	0.00061
Nocardioides mesophilus	433659	S	120	29	149	0.00436
Nocardioides daphniae	402297	S	106	52	158	0.00462
Nocardioides campestrisoli	2736757	S	73	23	96	0.00281
Nocardioides panacis	2849501	S	71	17	88	0.00257
Nocardioides seonyuensis	2518371	S	66	17	83	0.00243
Nocardioides jishulii	2575440	S	65	23	88	0.00257
Nocardioides euryhalodurans	2518370	S	59	16	75	0.00219
Nocardioides houyundeii	2045452	S	58	16	74	0.00216
Nocardioides okcheonensis	2894081	S	57	27	84	0.00246
Nocardioides ungokensis	1643322	S	57	19	76	0.00222
Nocardioides dokdonensis	450734	S	56	30	86	0.00252
Nocardioides rotundus	1774216	S	49	19	68	0.00199
Nocardioides coralli	2872154	S	49	10	59	0.00173
Nocardioides aquaticus	160826	S	47	12	59	0.00173
Nocardioides dongkuii	2760089	S	45	22	67	0.00196
Nocardioides marinisabuli	419476	S	44	25	69	0.00202
Nocardioides scoriae	642780	S	43	13	56	0.00164
Nocardioides humi	449461	S	42	17	59	0.00173
Nocardioides marmotae	2663857	S	42	25	67	0.00196
Nocardioides anomalus	2712223	S	42	11	53	0.00155
Nocardioides marmorisolisilvae	1542737	S	40	8	48	0.00140
Nocardioides pantholopis	2483798	S	39	17	56	0.00164
Nocardioides sambongensis	2589074	S	37	9	46	0.00135
Nocardioides aromaticivorans	200618	S	36	15	51	0.00149
Nocardioides panacisoli	627624	S	35	6	41	0.00120
Nocardioides faecalis	2803858	S	32	13	45	0.00132
Nocardioides piscis	2714938	S	30	16	46	0.00135
Nocardioides cynanchi	2558918	S	29	5	34	0.00099
Nocardioides ochotonae	2685869	S	24	32	56	0.00164
Nocardioides yefusunii	2500546	S	21	5	26	0.00076
Aeromicrobium sp. HA	3009077	S	21	9	30	0.00088
Aeromicrobium sp. A1-2	2107713	S	10	1	11	0.00032
Aeromicrobium choanae	1736691	S	14	5	19	0.00056
Aeromicrobium yanjiei	2662028	S	14	5	19	0.00056
Pimelobacter simplex	2045	S	43	17	60	0.00175
Friedmanniella luteola	546871	S	16	2	18	0.00053
Mumia sp. ZJ1417	2708082	S	14	1	15	0.00044
Micropruina glycogenica	75385	S	13	1	14	0.00041
Solicola gregarius	2908642	S	13	0	13	0.00038
Tessaracoccus flavus	1610493	S	336	92	428	0.01252
Tessaracoccus defluvii	1285901	S	31	9	40	0.00117
Tessaracoccus sp. MC1865	2760310	S	21	2	23	0.00067
Tessaracoccus sp. T21	3041766	S	10	15	25	0.00073
Tessaracoccus flavescens	399497	S	22	10	32	0.00094
Tessaracoccus timonensis	2161816	S	15	5	20	0.00058
Tessaracoccus aquimaris	1332264	S	10	3	13	0.00038
Propioniciclava sp. MC1595	2760308	S	53	20	73	0.00214
Propioniciclava coleopterorum	2714937	S	35	22	57	0.00167
Brooklawnia sp. SH051	3041175	S	63	19	82	0.00240
Raineyella sp. W15-4	3081651	S	19	7	26	0.00076
Raineyella sp. LH-20	3081204	S	16	8	24	0.00070
Raineyella fluvialis	2662261	S	17	3	20	0.00058
Microlunatus phosphovorus	29405	S	12	2	14	0.00041
Microlunatus sagamiharensis	546874	S	11	3	14	0.00041
Cutibacterium acnes	1747	S	22	3	25	0.00073
Auraticoccus monumenti	675864	S	14	1	15	0.00044
Propionimicrobium sp. PCR01-08-3	3052086	S	10	0	10	0.00029
Kribbella flavida	182640	S	10	3	13	0.00038
Actinopolymorpha singaporensis	117157	S	12	0	12	0.00035
Mycolicibacterium duvalii	39688	S	57	19	76	0.00222
Mycolicibacterium fortuitum	1766	S	45	33	78	0.00228
Mycolicibacterium gilvum	1804	S	16	25	41	0.00120
Mycolicibacterium parafortuitum	39692	S	12	3	15	0.00044
Mycolicibacterium rutilum	370526	S	10	6	16	0.00047
Mycolicibacterium monacense	85693	S	10	9	19	0.00056
Mycolicibacterium neoaurum	1795	S	10	3	13	0.00038
Dietzia kunjamensis	322509	S	388	145	533	0.01559
Dietzia sp. oral taxon 368	712270	S	110	37	147	0.00430
Dietzia sp. B32	2915130	S	47	6	53	0.00155
Dietzia lutea	546160	S	97	13	110	0.00322
Dietzia psychralcaliphila	139021	S	16	1	17	0.00050
Corynebacterium efficiens	152794	S	198	34	232	0.00679
Corynebacterium xerosis	1725	S	58	26	84	0.00246
Corynebacterium halotolerans	225326	S	35	5	40	0.00117
Corynebacterium stationis	1705	S	28	7	35	0.00102
Corynebacterium humireducens	1223514	S	26	4	30	0.00088
Corynebacterium freneyi	134034	S	23	8	31	0.00091
Corynebacterium sp. SCR221107	3017361	S	15	5	20	0.00058
Corynebacterium maris	575200	S	17	1	18	0.00053
Corynebacterium marinum	349751	S	16	8	24	0.00070
Corynebacterium suedekumii	3049801	S	14	4	18	0.00053
Corynebacterium hansenii	394964	S	10	2	12	0.00035
Rhodococcus sp. RDE2	2885078	S	12	16	28	0.00082
Rhodococcus sp. Z13	2962047	S	11	1	12	0.00035
Rhodococcus rhodochrous	1829	S	42	39	81	0.00237
Rhodococcus gordoniae	223392	S	16	4	20	0.00058
Rhodococcus pyridinivorans	103816	S	13	45	58	0.00170
Rhodococcus ruber	1830	S	11	62	73	0.00214
Rhodococcus fascians	1828	S	11	1	12	0.00035
Nocardia asteroides	1824	S	19	6	25	0.00073
Nocardia cyriacigeorgica	135487	S	16	6	22	0.00064
Nocardia brasiliensis	37326	S	12	2	14	0.00041
Nocardia farcinica	37329	S	11	6	17	0.00050
Prescottella equi	43767	S	14	2	16	0.00047
Gordonia sp. PP30	2935861	S	12	2	14	0.00041
Gordonia rubripertincta	36822	S	10	32	42	0.00123
Gordonia iterans	1004901	S	10	2	12	0.00035
Streptomyces sp. CL7	3096006	S	31	250	281	0.00822
Streptomyces sp. SCUT-3	2684469	S	11	13	24	0.00070
Streptomyces sp. CdTB01	1725411	S	10	26	36	0.00105
Streptomyces sp. SN-593	659352	S	10	8	18	0.00053
Streptomyces sp. NHF165	2175864	S	10	6	16	0.00047
Streptomyces lusitanus	68232	S	20	167	187	0.00547
Streptomyces venezuelae	54571	S	18	61	79	0.00231
Streptomyces collinus	42684	S	12	70	82	0.00240
Streptomyces niveus	193462	S	10	18	28	0.00082
Yinghuangia sp. ASG 101	2896848	S	10	2	12	0.00035
Micromonospora sp. WMMC415	2675222	S	12	18	30	0.00088
Micromonospora sp. LH3U1	3018339	S	11	20	31	0.00091
Micromonospora sp. NBRC 110009	3061627	S	10	25	35	0.00102
Micromonospora echinaurantiaca	47857	S	13	19	32	0.00094
Micromonospora echinofusca	47858	S	13	16	29	0.00085
Micromonospora terminaliae	1914461	S	10	22	32	0.00094
Actinoplanes sp. OR16	946334	S	10	15	25	0.00073
Actinoplanes missouriensis	1866	S	10	6	16	0.00047
Actinoplanes friuliensis	196914	S	10	2	12	0.00035
Dactylosporangium aurantiacum	35754	S	16	18	34	0.00099
Actinocatenispora thailandica	227318	S	10	2	12	0.00035
Phytohabitans flavus	1076124	S	11	3	14	0.00041
Pseudonocardia sp. DSM 110487	2865833	S	14	2	16	0.00047
Pseudonocardia sp. HH130629-09	1641402	S	11	11	22	0.00064
Pseudonocardia broussonetiae	2736640	S	16	9	25	0.00073
Saccharomonospora azurea	40988	S	14	5	19	0.00056
Saccharopolyspora erythraea	1836	S	16	12	28	0.00082
Saccharothrix syringae	103733	S	14	10	24	0.00070
Saccharothrix sp. 6-C	2781735	S	13	10	23	0.00067
Lentzea sp. HUAS12	2951806	S	13	5	18	0.00053
Lentzea guizhouensis	1586287	S	11	5	16	0.00047
Umezawaea sp. Da 62-37	3075927	S	17	6	23	0.00067
Actinomadura sp. WMMA1423	2591108	S	17	7	24	0.00070
Actinomadura sp. WMMB 499	1219491	S	10	2	12	0.00035
Actinomadura madurae	1993	S	14	4	18	0.00053
Actinomadura verrucosospora	46165	S	10	3	13	0.00038
Thermomonospora curvata	2020	S	11	2	13	0.00038
Nocardiopsis alba	53437	S	10	28	38	0.00111
Nonomuraea coxensis	404386	S	10	2	12	0.00035
Nonomuraea phyllanthi	2219224	S	10	1	11	0.00032
Nonomuraea sp. ATCC 55076	1909395	S	10	3	13	0.00038
Thermobispora bispora	2006	S	10	1	11	0.00032
Geodermatophilus obscurus	1861	S	42	16	58	0.00170
Geodermatophilus sp. DSM 44513	1528104	S	25	10	35	0.00102
Blastococcus sp. PRF04-17	2933797	S	35	9	44	0.00129
Blastococcus saxobsidens	138336	S	34	8	42	0.00123
Modestobacter marinus	477641	S	27	7	34	0.00099
Modestobacter sp. L9-4	2851567	S	20	6	26	0.00076
Bifidobacterium longum	216816	S	61	80	141	0.00412
Bifidobacterium pseudolongum	1694	S	19	5	24	0.00070
Bifidobacterium breve	1685	S	13	2	15	0.00044
Pseudofrankia inefficax	298654	S	11	0	11	0.00032
Jiangella sp. DSM 45060	1798224	S	13	2	15	0.00044
Nakamurella multipartita	53461	S	12	2	14	0.00041
Kineococcus radiotolerans	131568	S	10	1	11	0.00032
Catenulispora acidiphila	304895	S	10	0	10	0.00029
Iamia sp. SCSIO 61187	2722752	S	33	5	38	0.00111
Iamia majanohamensis	467976	S	17	3	20	0.00058
Actinomarinicola tropica	2789776	S	51	9	60	0.00175
Aquihabitans sp. G128	2849779	S	29	5	34	0.00099
Dermatobacter hominis	2884263	S	21	2	23	0.00067
Conexibacter sp. SYSU D00693	2812560	S	17	4	21	0.00061
Conexibacter woesei	191495	S	11	1	12	0.00035
Baekduia soli	496014	S	11	5	16	0.00047
Capillimicrobium parvum	2884022	S	12	2	14	0.00041
Miltoncostaea marina	2843215	S	14	2	16	0.00047
Parafannyhessea umbonata	604330	S	12	4	16	0.00047
Collinsella aerofaciens	74426	S	13	5	18	0.00053
Egicoccus halophilus	1670830	S	13	2	15	0.00044
Mesobacillus jeotgali	129985	S	394	102	496	0.01451
Mesobacillus sp. S13	2880221	S	24	7	31	0.00091
Mesobacillus sp. AQ2	3043332	S	19	5	24	0.00070
Priestia megaterium	1404	S	23	25	48	0.00140
Priestia flexa	86664	S	12	5	17	0.00050
Priestia filamentosa	1402861	S	10	0	10	0.00029
Fictibacillus arsenicus	255247	S	49	10	59	0.00173
Cytobacillus firmus	1399	S	20	16	36	0.00105
Rossellomorea vietnamensis	218284	S	12	9	21	0.00061
Exiguobacterium mexicanum	340146	S	472	90	562	0.01644
Exiguobacterium sp. AT1b	360911	S	72	45	117	0.00342
Exiguobacterium sp. PFWT01	2829816	S	49	30	79	0.00231
Exiguobacterium profundum	307643	S	136	39	175	0.00512
Exiguobacterium aurantiacum	33987	S	111	28	139	0.00407
Exiguobacterium alkaliphilum	1428684	S	40	5	45	0.00132
Exiguobacterium marinum	273528	S	21	2	23	0.00067
Planococcus plakortidis	1038856	S	200	48	248	0.00725
Planococcus sp. MB-3u-03	2058136	S	49	20	69	0.00202
Planococcus sp. 107-1	2908840	S	28	5	33	0.00097
Planococcus sp. N056	3058394	S	14	3	17	0.00050
Planococcus halotolerans	2233542	S	67	7	74	0.00216
Planococcus rifietoensis	200991	S	36	10	46	0.00135
Planococcus glaciei	459472	S	21	5	26	0.00076
Planococcus maritimus	192421	S	16	2	18	0.00053
Planococcus antarcticus	161360	S	11	1	12	0.00035
Jeotgalibacillus malaysiensis	1508404	S	24	2	26	0.00076
Solibacillus silvestris	76853	S	15	2	17	0.00050
Staphylococcus nepalensis	214473	S	25	10	35	0.00102
Staphylococcus arlettae	29378	S	16	8	24	0.00070
Staphylococcus hominis	1290	S	14	11	25	0.00073
Staphylococcus gallinarum	1293	S	14	2	16	0.00047
Salinicoccus halodurans	407035	S	34	4	38	0.00111
Jeotgalicoccus sp. WY2	2708346	S	10	4	14	0.00041
Mammaliicoccus sciuri	1296	S	22	5	27	0.00079
Weissella confusa	1583	S	23	5	28	0.00082
Limosilactobacillus fermentum	1613	S	17	11	28	0.00082
Desemzia incerta	82801	S	120	53	173	0.00506
Streptococcus infantarius	102684	S	11	22	33	0.00097
Streptococcus equinus	1335	S	11	8	19	0.00056
Enterococcus faecium	1352	S	18	55	73	0.00214
Enterococcus casseliflavus	37734	S	11	31	42	0.00123
Aerococcus urinaeequi	51665	S	34	16	50	0.00146
Aerococcus viridans	1377	S	13	9	22	0.00064
Globicatella sp. PHS-GS-PNBC-21-1553	2885764	S	12	3	15	0.00044
Clostridium botulinum	1491	S	537	51	588	0.01720
Clostridium perfringens	1502	S	14	8	22	0.00064
Sarcina sp. JB2	2726954	S	18	1	19	0.00056
Romboutsia sp. 13368	2708053	S	41	14	55	0.00161
Romboutsia ilealis	1115758	S	35	11	46	0.00135
Clostridioides difficile	1496	S	12	4	16	0.00047
Faecalibacterium prausnitzii	853	S	17	22	39	0.00114
Turicibacter bilis	2735723	S	26	40	66	0.00193
Deinococcus sp. NW-56	2080419	S	35	7	42	0.00123
Deinococcus ficus	317577	S	11	0	11	0.00032
Pseudorhizobium flavum	1335061	S	140	99	239	0.00699
Pseudorhizobium banfieldiae	1125847	S	81	89	170	0.00497
Neorhizobium petrolearium	515361	S	11	12	23	0.00067
Ensifer adhaerens	106592	S	10	4	14	0.00041
Ciceribacter thiooxidans	1969821	S	19	4	23	0.00067
Bradyrhizobium erythrophlei	1437360	S	10	66	76	0.00222
Rhodopseudomonas palustris	1076	S	24	17	41	0.00120
Microvirga lotononidis	864069	S	29	13	42	0.00123
Microvirga sp. VF16	2807101	S	21	6	27	0.00079
Microvirga terrae	2740529	S	25	9	34	0.00099
Microvirga ossetica	1882682	S	18	5	23	0.00067
Microvirga thermotolerans	2651334	S	13	8	21	0.00061
Paracoccus sp. MC1862	2760307	S	230	28	258	0.00755
Paracoccus sp. AK26	2589076	S	71	23	94	0.00275
Paracoccus sp. S3-43	3030011	S	42	44	86	0.00252
Paracoccus sp. M09	3064531	S	24	16	40	0.00117
Paracoccus sp. MA	2895796	S	12	14	26	0.00076
Paracoccus sanguinis	1545044	S	55	25	80	0.00234
Paracoccus yeei	147645	S	38	101	139	0.00407
Paracoccus marcusii	59779	S	21	24	45	0.00132
Paracoccus jeotgali	2065379	S	19	6	25	0.00073
Paracoccus contaminans	1945662	S	19	6	25	0.00073
Paracoccus stylophorae	659350	S	19	16	35	0.00102
Paracoccus suum	2259340	S	17	7	24	0.00070
Paracoccus everestensis	2903900	S	14	12	26	0.00076
Paracoccus versutus	34007	S	13	19	32	0.00094
Paracoccus aestuarii	453842	S	13	2	15	0.00044
Paracoccus zhejiangensis	1077935	S	13	8	21	0.00061
Paracoccus aminovorans	34004	S	10	5	15	0.00044
Paracoccus liaowanqingii	2560053	S	10	1	11	0.00032
Paracoccus denitrificans	266	S	10	8	18	0.00053
Rhodobacter sp. CZR27	2033869	S	11	3	14	0.00041
Limimaricola variabilis	1492771	S	10	4	14	0.00041
Sphingomonas sediminicola	386874	S	10	117	127	0.00371
Phenylobacterium sp. NIBR 498073	3015177	S	100	18	118	0.00345
Phenylobacterium sp. LH3H17	2903901	S	11	1	12	0.00035
Phenylobacterium zucineum	284016	S	74	23	97	0.00284
Phenylobacterium parvum	2201350	S	12	1	13	0.00038
Brevundimonas sp. M20	2591463	S	12	17	29	0.00085
Brevundimonas sp. MF30-B	2561924	S	11	20	31	0.00091
Caulobacter segnis	88688	S	12	11	23	0.00067
Azospirillum thermophilum	2202148	S	11	19	30	0.00088
Skermanella rosea	1817965	S	11	10	21	0.00061
Sediminicoccus rosea	1225128	S	12	2	14	0.00041
Pseudoroseomonas cervicalis	204525	S	12	4	16	0.00047
Stella humosa	94	S	10	1	11	0.00032
Lysobacter sp. 5GHs7-4	2904253	S	17	5	22	0.00064
Lysobacter sp. TY2-98	2290922	S	15	1	16	0.00047
Lysobacter sp. CW239	2762611	S	11	5	16	0.00047
Lysobacter sp. KIS68-7	2904252	S	10	1	11	0.00032
Lysobacter luteus	2822368	S	65	9	74	0.00216
Lysobacter terrestris	2865112	S	16	3	19	0.00056
Lysobacter enzymogenes	69	S	14	53	67	0.00196
Lysobacter lycopersici	1324796	S	13	1	14	0.00041
Lysobacter maris	1605891	S	13	2	15	0.00044
Lysobacter alkalisoli	2591633	S	12	1	13	0.00038
Lysobacter auxotrophicus	2992573	S	10	3	13	0.00038
Lysobacter soli	453783	S	10	2	12	0.00035
Lysobacter arenosi	2795387	S	10	3	13	0.00038
Lysobacter solisilvae	2763317	S	10	1	11	0.00032
Pseudoxanthomonas mexicana	128785	S	120	71	191	0.00559
Pseudoxanthomonas suwonensis	314722	S	50	12	62	0.00181
Stenotrophomonas maltophilia	40324	S	25	44	69	0.00202
Stenotrophomonas acidaminiphila	128780	S	16	31	47	0.00137
Luteimonas sp. MC1750	2799326	S	21	4	25	0.00073
Luteimonas sp. YGD11-2	2508168	S	13	3	16	0.00047
Luteimonas sp. MC1572	2799325	S	13	3	16	0.00047
Luteimonas sp. JM171	1896164	S	12	1	13	0.00038
Luteimonas sp. MC1825	2761107	S	10	2	12	0.00035
Luteimonas granuli	1176533	S	16	2	18	0.00053
Thermomonas sp. XSG	2771436	S	45	18	63	0.00184
Thermomonas brevis	215691	S	15	5	20	0.00058
Thermomonas aquatica	2202149	S	12	4	16	0.00047
Thermomonas paludicola	2884874	S	11	2	13	0.00038
Xanthomonas campestris	339	S	12	34	46	0.00135
Arenimonas daejeonensis	370777	S	36	3	39	0.00114
Pseudomonas sp. MTM4	2705472	S	14	27	41	0.00120
Pseudomonas aeruginosa	287	S	18	123	141	0.00412
Pseudomonas alcaligenes	43263	S	12	5	17	0.00050
Pseudomonas putida	303	S	13	39	52	0.00152
Pseudomonas phenolilytica	2746321	S	10	5	15	0.00044
Stutzerimonas frequens	2968969	S	90	80	170	0.00497
Stutzerimonas stutzeri	316	S	78	42	120	0.00351
Stutzerimonas balearica	74829	S	82	56	138	0.00404
Stutzerimonas degradans	2968968	S	10	11	21	0.00061
Acinetobacter indicus	756892	S	313	124	437	0.01278
Acinetobacter variabilis	70346	S	64	60	124	0.00363
Acinetobacter schindleri	108981	S	54	23	77	0.00225
Acinetobacter baumannii	470	S	23	74	97	0.00284
Acinetobacter towneri	202956	S	13	17	30	0.00088
Enterobacter cloacae	550	S	30	48	78	0.00228
Klebsiella pneumoniae	573	S	15	135	150	0.00439
Escherichia coli	562	S	16	1074	1090	0.03188
Pantoea dispersa	59814	S	11	1	12	0.00035
Vibrio furnissii	29494	S	34	11	45	0.00132
Comamonas kerstersii	225992	S	15	8	23	0.00067
Comamonas testosteroni	285	S	14	30	44	0.00129
Comamonas aquatica	225991	S	12	14	26	0.00076
Variovorax paradoxus	34073	S	14	16	30	0.00088
Alicycliphilus denitrificans	179636	S	43	110	153	0.00447
Acidovorax temperans	80878	S	18	40	58	0.00170
Ramlibacter tataouinensis	94132	S	37	12	49	0.00143
Burkholderia gladioli	28095	S	11	50	61	0.00178
Massilia sp. WG5	1707785	S	10	16	26	0.00076
Massilia sp. LPB0304	2769491	S	10	14	24	0.00070
Massilia varians	457921	S	34	21	55	0.00161
Achromobacter sp. MFA1 R4	1881016	S	10	6	16	0.00047
Achromobacter xylosoxidans	85698	S	14	35	49	0.00143
