name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Hydrogenophaga taeniospiralis	65656	S	10	9	19	0.00079
Ramlibacter tataouinensis	94132	S	182	37	219	0.00906
Rhodoferax koreense	1842727	S	101	166	267	0.01104
Rhodoferax sp. BAB1	2741720	S	22	4	26	0.00108
Rhodoferax sediminis	2509614	S	14	1	15	0.00062
Comamonas testosteroni	285	S	25	64	89	0.00368
Comamonas sp. NLF-1-9	2853163	S	12	5	17	0.00070
Comamonas aquatica	225991	S	16	18	34	0.00141
Comamonas flocculans	2597701	S	13	5	18	0.00074
Comamonas antarctica	2743470	S	13	9	22	0.00091
Acidovorax sp. RAC01	1842533	S	15	15	30	0.00124
Acidovorax sp. JMULE5	2518343	S	11	3	14	0.00058
Acidovorax sp. KKS102	358220	S	10	7	17	0.00070
Acidovorax sp. NCPPB 3576	2940488	S	10	6	16	0.00066
Acidovorax sp. 5MLIR	2949090	S	10	3	13	0.00054
Acidovorax carolinensis	553814	S	11	15	26	0.00108
Melaminivora suipulveris	2109913	S	36	28	64	0.00265
Melaminivora jejuensis	1267217	S	15	9	24	0.00099
Ottowia sp. SB7-C50	3081231	S	13	7	20	0.00083
Ottowia oryzae	2109914	S	11	2	13	0.00054
Alicycliphilus denitrificans	179636	S	35	67	102	0.00422
Polaromonas naphthalenivorans	216465	S	17	1	18	0.00074
Polaromonas sp. JS666	296591	S	12	5	17	0.00070
Paracidovorax avenae	80867	S	15	36	51	0.00211
Paenacidovorax monticola	1926868	S	21	6	27	0.00112
Pulveribacter suum	2116657	S	10	3	13	0.00054
Cupriavidus nantongensis	1796606	S	51	169	220	0.00910
Cupriavidus sp. EM10	2839983	S	14	15	29	0.00120
Cupriavidus pauculus	82633	S	48	40	88	0.00364
Cupriavidus taiwanensis	164546	S	39	39	78	0.00323
Cupriavidus gilardii	82541	S	30	30	60	0.00248
Cupriavidus campinensis	151783	S	23	18	41	0.00170
Cupriavidus basilensis	68895	S	22	22	44	0.00182
Cupriavidus necator	106590	S	18	24	42	0.00174
Cupriavidus cauae	2608999	S	13	14	27	0.00112
Burkholderia contaminans	488447	S	14	78	92	0.00381
Burkholderia multivorans	87883	S	14	35	49	0.00203
Burkholderia ubonensis	101571	S	13	57	70	0.00290
Burkholderia cepacia	292	S	10	52	62	0.00256
Burkholderia gladioli	28095	S	18	7	25	0.00103
Ralstonia syzygii	28097	S	41	68	109	0.00451
Ralstonia solanacearum	305	S	21	18	39	0.00161
Ralstonia mannitolilytica	105219	S	14	18	32	0.00132
Ralstonia pseudosolanacearum	1310165	S	11	33	44	0.00182
Pandoraea pulmonicola	93221	S	17	15	32	0.00132
Caballeronia insecticola	758793	S	11	6	17	0.00070
Mycetohabitans rhizoxinica	412963	S	13	0	13	0.00054
Roseateles sp. DAIF2	2714952	S	80	35	115	0.00476
Mitsuaria sp. 7	1658665	S	30	7	37	0.00153
Paucibacter sp. S2-9	3019553	S	22	8	30	0.00124
Roseateles sp. SL47	2995138	S	17	5	22	0.00091
Paucibacter aquatile	2070761	S	22	4	26	0.00108
uncultured Roseateles sp.	452440	S	19	3	22	0.00091
Roseateles depolymerans	76731	S	14	5	19	0.00079
Roseateles amylovorans	2978473	S	14	3	17	0.00070
Caldimonas thermodepolymerans	215580	S	48	37	85	0.00352
Caldimonas brevitalea	413882	S	42	7	49	0.00203
Schlegelella aquatica	376175	S	29	12	41	0.00170
Piscinibacter gummiphilus	946333	S	78	43	121	0.00500
Piscinibacter sp. XHJ-5	3037797	S	34	6	40	0.00165
Sphaerotilus sp. FB-5	2914710	S	52	43	95	0.00393
Sphaerotilus sulfidivorans	639200	S	37	17	54	0.00223
Aquincola tertiaricarbonis	391953	S	53	28	81	0.00335
Methylibium sp. Pch-M	2082386	S	18	18	36	0.00149
Methylibium petroleiphilum	105560	S	13	11	24	0.00099
Ideonella dechloratans	36863	S	45	44	89	0.00368
Rubrivivax gelatinosus	28068	S	44	16	60	0.00248
Leptothrix cholodnii	34029	S	36	13	49	0.00203
Inhella inkyongensis	392593	S	15	3	18	0.00074
Achromobacter mucicolens	1389922	S	183	79	262	0.01084
Achromobacter sp. ES-001	2860286	S	64	60	124	0.00513
Achromobacter sp. 77	2756133	S	24	25	49	0.00203
Achromobacter ruhlandii	72557	S	49	34	83	0.00343
Achromobacter deleyi	1353891	S	40	15	55	0.00227
Achromobacter xylosoxidans	85698	S	32	30	62	0.00256
Achromobacter spanius	217203	S	19	14	33	0.00136
Bordetella hinzii	103855	S	11	18	29	0.00120
Bordetella bronchialis	463025	S	10	3	13	0.00054
Orrella dioscoreae	1851544	S	20	4	24	0.00099
Castellaniella defragrans	75697	S	11	5	16	0.00066
Aquabacterium sp. J223	2898431	S	117	36	153	0.00633
Aquabacterium olei	1296669	S	64	17	81	0.00335
Eleftheria terrae	1597781	S	39	7	46	0.00190
Rhizobacter sp. AJA081-3	2753607	S	38	9	47	0.00194
Xylophilus rhododendri	2697032	S	19	7	26	0.00108
Xylophilus sp. GOD-11R	3089814	S	14	3	17	0.00070
Azoarcus sp. DD4	2027405	S	10	14	24	0.00099
Aromatoleum aromaticum	551760	S	11	11	22	0.00091
Aquaspirillum sp. LM1	1938604	S	43	5	48	0.00199
Chitiniphilus sp. CD1	2981137	S	10	3	13	0.00054
Ferriphaselus amnicola	1188319	S	28	4	32	0.00132
Sulfuritalea hydrogenivorans	748811	S	11	1	12	0.00050
Rhizobium rhizoryzae	451876	S	25	40	65	0.00269
Pseudorhizobium flavum	1335061	S	13	17	30	0.00124
Shinella sp. XGS7	2877941	S	128	132	260	0.01075
Shinella sp. PSBB067	2715959	S	17	15	32	0.00132
Shinella zoogloeoides	352475	S	44	67	111	0.00459
Bradyrhizobium sp. WD16	1521768	S	49	30	79	0.00327
Bradyrhizobium cosmicum	1404864	S	36	95	131	0.00542
Rhodopseudomonas palustris	1076	S	14	10	24	0.00099
Methylorubrum populi	223967	S	11	9	20	0.00083
Devosia sp. A16	1736675	S	12	15	27	0.00112
Stappia indica	538381	S	28	44	72	0.00298
Phenylobacterium zucineum	284016	S	480	113	593	0.02453
Phenylobacterium sp. NIBR 498073	3015177	S	114	21	135	0.00558
Phenylobacterium sp. LH3H17	2903901	S	40	4	44	0.00182
Phenylobacterium parvum	2201350	S	20	1	21	0.00087
Brevundimonas sp.	1871086	S	35	24	59	0.00244
Brevundimonas sp. M20	2591463	S	24	4	28	0.00116
Brevundimonas sp. NCCP 15609	3021811	S	14	33	47	0.00194
Brevundimonas sp. MF30-B	2561924	S	10	2	12	0.00050
Brevundimonas naejangsanensis	588932	S	31	19	50	0.00207
Brevundimonas pondensis	2774189	S	27	7	34	0.00141
Brevundimonas subvibrioides	74313	S	13	1	14	0.00058
Brevundimonas diminuta	293	S	12	15	27	0.00112
Caulobacter sp. NIBR2454	3015996	S	22	6	28	0.00116
Caulobacter sp. S6	2823693	S	15	1	16	0.00066
Caulobacter sp. NIBR1757	3016000	S	11	1	12	0.00050
Caulobacter segnis	88688	S	20	12	32	0.00132
Caulobacter mirabilis	69666	S	16	3	19	0.00079
Caulobacter vibrioides	155892	S	12	11	23	0.00095
Sphingomonas sp.	28214	S	55	27	82	0.00339
Sphingomonas glaciei	2938948	S	10	5	15	0.00062
Sphingomonas changnyeongensis	2698679	S	10	5	15	0.00062
Sphingomonas profundi	2681549	S	10	6	16	0.00066
Novosphingobium sp. THN1	1016987	S	95	19	114	0.00472
Novosphingobium sp. ES2-1	2780074	S	23	8	31	0.00128
Novosphingobium sp. EMRT-2	2571749	S	15	10	25	0.00103
Novosphingobium aromaticivorans	48935	S	19	88	107	0.00443
Sphingobium yanoikuyae	13690	S	63	104	167	0.00691
Sphingopyxis sp. EG6	1874061	S	23	25	48	0.00199
Sphingopyxis macrogoltabida	33050	S	10	8	18	0.00074
Magnetospirillum gryphiswaldense	55518	S	201	17	218	0.00902
Magnetospirillum sp. ME-1	1639348	S	50	46	96	0.00397
Magnetospirillum sp. XM-1	1663591	S	40	34	74	0.00306
Azospirillum sp. TSA2s	709810	S	37	23	60	0.00248
Azospirillum sp. B510	137722	S	15	3	18	0.00074
Azospirillum sp. TSH100	652764	S	13	4	17	0.00070
Azospirillum ramasamyi	682998	S	28	10	38	0.00157
Azospirillum lipoferum	193	S	26	13	39	0.00161
Azospirillum humicireducens	1226968	S	17	6	23	0.00095
Azospirillum brasilense	192	S	16	16	32	0.00132
Azospirillum thermophilum	2202148	S	16	3	19	0.00079
Azospirillum thiophilum	528244	S	12	2	14	0.00058
Indioceanicola profundi	2220096	S	17	2	19	0.00079
Roseomonas marmotae	2768161	S	12	6	18	0.00074
Roseomonas sp. OT10	2897332	S	11	9	20	0.00083
Lichenicola cladoniae	1484109	S	23	1	24	0.00099
Paramagnetospirillum magneticum	84159	S	40	25	65	0.00269
Stella humosa	94	S	14	0	14	0.00058
Paracoccus sp. MC1862	2760307	S	55	4	59	0.00244
Paracoccus sp. S3-43	3030011	S	52	35	87	0.00360
Paracoccus sp. AK26	2589076	S	27	5	32	0.00132
Paracoccus yeei	147645	S	20	39	59	0.00244
Paracoccus sanguinis	1545044	S	13	4	17	0.00070
Cereibacter sphaeroides	1063	S	39	4	43	0.00178
Stenotrophomonas acidaminiphila	128780	S	136	281	417	0.01725
Stenotrophomonas maltophilia	40324	S	14	18	32	0.00132
Thermomonas sp. XSG	2771436	S	188	43	231	0.00955
Thermomonas brevis	215691	S	18	3	21	0.00087
Thermomonas carbonis	1463158	S	13	1	14	0.00058
Thermomonas aquatica	2202149	S	12	3	15	0.00062
Pseudoxanthomonas mexicana	128785	S	71	30	101	0.00418
Pseudoxanthomonas suwonensis	314722	S	31	4	35	0.00145
Xanthomonas citri	346	S	60	53	113	0.00467
Lysobacter oculi	2698682	S	13	25	38	0.00157
Pseudomonas sp. FP818	2954099	S	62	269	331	0.01369
Pseudomonas sp. 15A4	2804761	S	40	8	48	0.00199
Pseudomonas entomophila	312306	S	80	14	94	0.00389
Pseudomonas aeruginosa	287	S	10	54	64	0.00265
Pseudomonas putida	303	S	16	34	50	0.00207
Pseudomonas chlororaphis	587753	S	18	22	40	0.00165
Stutzerimonas stutzeri	316	S	31	23	54	0.00223
Acinetobacter variabilis	70346	S	72	142	214	0.00885
Acinetobacter sp. CS-2	2798861	S	31	28	59	0.00244
Acinetobacter indicus	756892	S	28	29	57	0.00236
Acinetobacter schindleri	108981	S	21	23	44	0.00182
Acinetobacter towneri	202956	S	19	54	73	0.00302
Acinetobacter lwoffii	28090	S	10	19	29	0.00120
Halomonas sp. THAF5a	2587844	S	56	18	74	0.00306
Kushneria marisflavi	157779	S	49	2	51	0.00211
Enterobacter huaxiensis	2494702	S	22	42	64	0.00265
Marichromatium purpuratum	37487	S	48	4	52	0.00215
Vibrio furnissii	29494	S	22	18	40	0.00165
Microbacterium atlanticum	2782168	S	25	51	76	0.00314
Microcella flavibacter	1804990	S	37	58	95	0.00393
Microcella daejeonensis	2994971	S	30	26	56	0.00232
Microcella humidisoli	2963406	S	25	9	34	0.00141
Microcella alkaliphila	279828	S	10	3	13	0.00054
Clavibacter capsici	1874630	S	74	51	125	0.00517
Clavibacter phaseoli	1734031	S	18	13	31	0.00128
Agrococcus sp. Marseille-Q4369	2810513	S	23	11	34	0.00141
Leucobacter muris	1935379	S	18	11	29	0.00120
Leifsonia sp. ZF2019	2781978	S	12	6	18	0.00074
Micrococcus terreus	574650	S	22	15	37	0.00153
Micrococcus luteus	1270	S	14	57	71	0.00294
Micrococcus porci	2856555	S	14	18	32	0.00132
Kocuria flava	446860	S	28	24	52	0.00215
Kocuria rosea	1275	S	18	8	26	0.00108
Rothia kristinae	37923	S	24	33	57	0.00236
Cellulomonas gilvus	11	S	25	18	43	0.00178
Ornithinimicrobium flavum	1288636	S	17	11	28	0.00116
Ornithinimicrobium avium	2283195	S	12	6	18	0.00074
Sanguibacter sp. HDW7	2714931	S	11	6	17	0.00070
Rhodococcus sp. RDE2	2885078	S	11	20	31	0.00128
Rhodococcus ruber	1830	S	29	245	274	0.01133
Rhodococcus rhodochrous	1829	S	15	23	38	0.00157
Nocardia yamanashiensis	209247	S	43	14	57	0.00236
Mycolicibacterium austroafricanum	39687	S	10	50	60	0.00248
Mycobacterium basiliense	2094119	S	66	15	81	0.00335
Streptomyces sp. CL7	3096006	S	51	147	198	0.00819
Streptomyces sp. WA6-1-16	2879427	S	15	95	110	0.00455
Streptomyces sp. W1SF4	2305220	S	14	19	33	0.00136
Streptomyces roseicoloratus	2508722	S	21	27	48	0.00199
Nocardioides sp. WS12	2486272	S	13	13	26	0.00108
Nocardioides jishulii	2575440	S	19	16	35	0.00145
Nocardioides aromaticivorans	200618	S	14	13	27	0.00112
Nocardioides humi	449461	S	14	12	26	0.00108
Nocardioides marinisabuli	419476	S	11	14	25	0.00103
Pimelobacter simplex	2045	S	11	9	20	0.00083
Tessaracoccus flavescens	399497	S	21	24	45	0.00186
Tessaracoccus flavus	1610493	S	18	12	30	0.00124
Propioniciclava sp. MC1595	2760308	S	11	11	22	0.00091
Kribbella flavida	182640	S	27	10	37	0.00153
Micromonospora sp. WMMA2032	2039870	S	22	38	60	0.00248
Micromonospora purpureochromogenes	47872	S	20	20	40	0.00165
Actinoplanes sp. L3-i22	2836373	S	19	14	33	0.00136
Nocardiopsis gilva	280236	S	10	8	18	0.00074
Egicoccus halophilus	1670830	S	35	29	64	0.00265
Clostridium botulinum	1491	S	292	59	351	0.01452
Exiguobacterium mexicanum	340146	S	21	22	43	0.00178
Deinococcus irradiatisoli	2202254	S	25	6	31	0.00128
Pyxidicoccus parkwaysis	2813578	S	444	51	495	0.02047
Myxococcus sp. SDU36	2831967	S	43	22	65	0.00269
Myxococcus sp. MxC21-1	3041439	S	11	16	27	0.00112
Myxococcus hansupus	1297742	S	54	12	66	0.00273
Myxococcus landrumus	2813577	S	46	9	55	0.00227
Myxococcus stipitatus	83455	S	43	8	51	0.00211
Myxococcus xanthus	34	S	40	82	122	0.00505
Corallococcus macrosporus	35	S	113	75	188	0.00778
Corallococcus sp. EGB	1521117	S	29	19	48	0.00199
Corallococcus sp. NCRR	2996782	S	12	18	30	0.00124
Corallococcus coralloides	184914	S	47	45	92	0.00381
Archangium violaceum	83451	S	76	25	101	0.00418
Archangium gephyra	48	S	46	19	65	0.00269
Stigmatella aurantiaca	41	S	27	5	32	0.00132
Melittangium boletus	83453	S	27	10	37	0.00153
Cystobacter fuscus	43	S	24	10	34	0.00141
Anaeromyxobacter oryzae	2918170	S	19	1	20	0.00083
Anaeromyxobacter sp. Fw109-5	404589	S	13	1	14	0.00058
Anaeromyxobacter paludicola	2918171	S	14	1	15	0.00062
Anaeromyxobacter dehalogenans	161493	S	10	15	25	0.00103
Vulgatibacter incomptus	1391653	S	18	1	19	0.00079
Sorangium cellulosum	56	S	41	18	59	0.00244
Chondromyces crocatus	52	S	16	0	16	0.00066
Sandaracinus amylolyticus	927083	S	33	2	35	0.00145
Chryseobacterium sp.	1871047	S	220	87	307	0.01270
Chryseobacterium daecheongense	192389	S	31	18	49	0.00203
Chryseobacterium faecale	2852098	S	15	1	16	0.00066
Sphingobacterium hotanense	649196	S	27	19	46	0.00190
Sphingobacterium daejeonense	371142	S	21	11	32	0.00132
Spirosoma rhododendri	2728024	S	14	4	18	0.00074
Gemmatirosa kalamazoonensis	861299	S	17	1	18	0.00074
Peredibacter starrii	28202	S	138	2	140	0.00579
Bdellovibrio sp. NC01	2220073	S	11	9	20	0.00083
Bdellovibrio sp. 22V	3044166	S	11	3	14	0.00058
Bdellovibrio reynosensis	2835041	S	13	4	17	0.00070
Bdellovibrio bacteriovorus	959	S	10	1	11	0.00045
Lignipirellula cremea	2528010	S	36	3	39	0.00161
Tautonia plasticadhaerens	2527974	S	10	3	13	0.00054
Luteitalea sp. TBR-22	2802971	S	10	1	11	0.00045
Candidatus Mycosynbacter amalyticus	2665156	S	13	5	18	0.00074
Homo sapiens	9606	S	800	44	844	0.03491
Babesia bigemina	5866	S	390	20	410	0.01696
Leishmania donovani	5661	S	76	1	77	0.00318
Acidianus sp. HS-5	2886040	S	50	0	50	0.00207
Varicellovirus bovinealpha1	3050243	S	14	1	15	0.00062
